permitnum,address,category,description,statuscurrent,applieddate,decisiondate,communityname,ward,quadrant,latitude,longitude,srg,sector
DP2019-4584,5643 COACH HILL RD SW,Residential - Secondary Suite,NEW: SECONDARY SUITE (EXISTING BASEMENT),Under Review,2019-09-05T00:00:00.000,,COACH HILL,6.0,SW,51.0552295175065,-114.16958624083767,ESTABLISHED,WEST
DP2019-4581,761 MARINE DR SE,Residential - Multi-Family - Minor and Rowhouses,NEW: ROWHOUSE BUILDING (1 BUILDING); ACCESSORY RESIDENTIAL BUILDING (GARAGE),Under Review,2019-09-05T00:00:00.000,,MAHOGANY,12.0,SE,50.89039388771691,-113.92551892287464,DEVELOPING,SOUTHEAST
DP2019-4578,7827 HUNTERVIEW DR NW,Residential - Secondary Suite,NEW: SECONDARY SUITE (EXISTING - BASEMENT),In Advertising,2019-09-05T00:00:00.000,2019-10-25T00:00:00.000,HUNTINGTON HILLS,4.0,NW,51.123333940006106,-114.0854826803472,ESTABLISHED,NORTH
DP2019-4574,367 DOUGLAS WOODS DR SE,Residential - Secondary Suite,NEW: SECONDARY SUITE (EXISTING - BASEMENT),In Advertising,2019-09-05T00:00:00.000,2019-10-24T00:00:00.000,DOUGLASDALE/GLEN,14.0,SE,50.943350387393,-113.98965871691838,ESTABLISHED,SOUTHEAST
DP2019-4571,522 BRIDLECREEK GR SW,Residential - Secondary Suite,NEW: SECONDARY SUITE (EXISTING - BASEMENT),In Advertising,2019-09-05T00:00:00.000,2019-10-28T00:00:00.000,BRIDLEWOOD,13.0,SW,50.8965653694092,-114.09726011338672,ESTABLISHED,SOUTH
DP2019-4570,237 VARSITY ESTATES ME NW,Residential - Additions over 10 sq metres,ADDITION: SINGLE DETACHED DWELLING (ATTACHED FRONT GARAGE),Pending Release,2019-09-05T00:00:00.000,2019-10-18T00:00:00.000,VARSITY,1.0,NW,51.10546982833212,-114.17658124935348,ESTABLISHED,NORTHWEST
DP2019-4568,718 OLYMPIA DR SE,Residential - Secondary Suite,NEW: SECONDARY SUITE (EXISTING - BASEMENT),In Advertising,2019-09-05T00:00:00.000,2019-10-25T00:00:00.000,OGDEN,9.0,SE,50.9814543746779,-114.00334686081054,ESTABLISHED,SOUTHEAST
DP2019-4565,40 EDGEDALE DR NW,Residential - Secondary Suite,NEW: SECONDARY SUITE (EXISTING - BASEMENT),In Advertising,2019-09-05T00:00:00.000,2019-10-28T00:00:00.000,EDGEMONT,4.0,NW,51.11883698401733,-114.15740183161888,ESTABLISHED,NORTHWEST
DP2019-4563,436 CEDARPARK DR SW,Residential - Secondary Suite,NEW: SECONDARY SUITE (EXISTING - BASEMENT),In Advertising,2019-09-05T00:00:00.000,2019-10-22T00:00:00.000,CEDARBRAE,11.0,SW,50.95952726060544,-114.1226302098071,ESTABLISHED,SOUTH
DP2019-4561,136 STRATHCONA RD SW,Residential - Secondary Suite,NEW: SECONDARY SUITE (BASEMENT),Pending Release,2019-09-05T00:00:00.000,2019-10-17T00:00:00.000,STRATHCONA PARK,6.0,SW,51.04375158196268,-114.1733702938202,ESTABLISHED,WEST
DP2019-4596,27 21 ST NW,Residential - Secondary Suite,"NEW: ACCESSORY RESIDENTIAL BUILDING (GARAGE), BACKYARD SUITE (ABOVE GARAGE)",In Advertising,2019-09-06T00:00:00.000,2019-10-29T00:00:00.000,WEST HILLHURST,7.0,NW,51.04989463697816,-114.11063962410688,ESTABLISHED,CENTRE
DP2019-4595,2203 BROADVIEW RD NW,Residential - Secondary Suite,"NEW: ACCESSORY RESIDENTIAL BUILDING (GARAGE), BACKYARD SUITE (ABOVE GARAGE)",In Advertising,2019-09-06T00:00:00.000,2019-10-30T00:00:00.000,WEST HILLHURST,7.0,NW,51.05007879404034,-114.11077937676298,ESTABLISHED,CENTRE
DP2019-4653,9603 ASSINIBOINE RD SE,Residential - Secondary Suite,NEW: SECONDARY SUITE (EXISTING BASEMENT),Pending Release,2019-09-09T00:00:00.000,2019-10-15T00:00:00.000,ACADIA,11.0,SE,50.96680307027699,-114.05029524787598,ESTABLISHED,SOUTH
DP2019-4686,314 SHERWOOD PL NW,Residential - Secondary Suite,NEW: SECONDARY SUITE (BASEMENT),In Advertising,2019-09-10T00:00:00.000,2019-10-25T00:00:00.000,SHERWOOD,2.0,NW,51.15947962885616,-114.15336349159728,ESTABLISHED,NORTH
DP2019-4684,31 SPOKANE ST SW,Residential - Secondary Suite,NEW: SECONDARY SUITE (EXISTING - BASEMENT),In Advertising,2019-09-10T00:00:00.000,2019-10-23T00:00:00.000,SOUTHWOOD,11.0,SW,50.96312714264174,-114.0931743416932,ESTABLISHED,SOUTH
DP2019-4682,8019 4A ST SW,Residential - Secondary Suite,NEW: SECONDARY SUITE (EXISTING - BASEMENT),In Advertising,2019-09-10T00:00:00.000,2019-10-31T00:00:00.000,KINGSLAND,11.0,SW,50.98247828984495,-114.07617126017468,ESTABLISHED,SOUTH
DP2019-4667,37 SAGE BLUFF RI NW,Residential - Secondary Suite,NEW: SECONDARY SUITE (EXISTING - BASEMENT),In Advertising,2019-09-10T00:00:00.000,2019-10-28T00:00:00.000,SAGE HILL,2.0,NW,51.17921275907448,-114.13420195953144,DEVELOPING,NORTH
DP2019-4713,2532 4 AV NW,Residential - Contextual Dwelling,"NEW: CONTEXTUAL SEMI-DETACHED DWELLING, ACCESSORY RESIDENTIAL BUILDING (GARAGE)",Pending Release,2019-09-11T00:00:00.000,2019-10-28T00:00:00.000,WEST HILLHURST,7.0,NW,51.05612937561048,-114.11968541781016,ESTABLISHED,CENTRE
DP2019-4698,52 TUSCANY RIDGE PL NW,Residential - Secondary Suite,NEW: SECONDARY SUITE (EXISTING - BASEMENT),Pending Decision,2019-09-11T00:00:00.000,,TUSCANY,1.0,NW,51.12017496743881,-114.24908884595288,ESTABLISHED,NORTHWEST
DP2019-4697,34 PANORAMA HILLS CL NW,Residential - Secondary Suite,NEW: SECONDARY SUITE (BASEMENT),In Advertising,2019-09-11T00:00:00.000,2019-11-06T00:00:00.000,PANORAMA HILLS,3.0,NW,51.14990342865422,-114.08181165438924,ESTABLISHED,NORTH
DP2019-4693,88 FALSHIRE CL NE,Residential - Secondary Suite,NEW: SECONDARY SUITE (EXISTING - BASEMENT),In Advertising,2019-09-11T00:00:00.000,2019-11-04T00:00:00.000,FALCONRIDGE,5.0,NE,51.10740597671104,-113.94528978610234,ESTABLISHED,NORTHEAST
DP2019-4689,3219 KINSALE RD SW,Residential - New Single / Semi / Duplex,"NEW: SEMI-DETACHED DWELLING, ACCESSORY RESIDENTIAL BUILDING (GARAGE)",Pending Release,2019-09-11T00:00:00.000,2019-11-13T00:00:00.000,KILLARNEY/GLENGARRY,8.0,SW,51.02454250138428,-114.13770721566593,ESTABLISHED,CENTRE
DP2019-4735,128 SAVANNA CL NE,Residential - Secondary Suite,NEW: SECONDARY SUITE (BASEMENT),In Advertising,2019-09-12T00:00:00.000,2019-10-28T00:00:00.000,SADDLE RIDGE,5.0,NE,51.13345951182506,-113.96275713037042,DEVELOPING,NORTHEAST
DP2019-4734,128 TARALAKE TC NE,Residential - Secondary Suite,"NEW: SECONDARY SUITE - PARCEL WIDTH RELAXATION, RELAXATION: SINGLE DETACHED DWELLING (EXISTING) - 1.0 PARKING STALL",In Advertising,2019-09-12T00:00:00.000,2019-10-30T00:00:00.000,TARADALE,5.0,NE,51.12357396447392,-113.9326378327705,ESTABLISHED,NORTHEAST
DP2019-4731,3912 18 ST SW,Residential - Additions over 10 sq metres,"ADDITION: SINGLE DETACHED DWELLING (FRONT PORCH, COVERED DECK AND SECOND FLOOR AT REAR)",In Advertising,2019-09-12T00:00:00.000,2019-10-28T00:00:00.000,ALTADORE,8.0,SW,51.019730519435846,-114.10468090458956,ESTABLISHED,CENTRE
DP2019-4729,43 FALWORTH CO NE,Residential - Additions over 10 sq metres,ADDITION: SINGLE DETACHED DWELLING (MAIN FLOOR - REAR AND REAR ATTACHED GARAGE),In Advertising,2019-09-12T00:00:00.000,2019-10-28T00:00:00.000,FALCONRIDGE,5.0,NE,51.10191925343279,-113.95119138061932,ESTABLISHED,NORTHEAST
DP2019-4717,5659 MAIDSTONE CR NE,Residential - Secondary Suite,NEW: SECONDARY SUITE (EXISTING - BASEMENT),Pending Release,2019-09-12T00:00:00.000,2019-11-14T00:00:00.000,MARLBOROUGH PARK,10.0,NE,51.058194209028336,-113.9520154230217,ESTABLISHED,NORTHEAST
DP2019-4760,111 SOUTHAMPTON DR SW,Residential - Additions over 10 sq metres,ADDITION: SINGLE DETACHED DWELLING (SUNROOM) - BUILDING SETBACK FROM REAR PROPERTY LINE,In Advertising,2019-09-13T00:00:00.000,2019-10-28T00:00:00.000,SOUTHWOOD,11.0,SW,50.95908514358671,-114.09067651915194,ESTABLISHED,SOUTH
DP2019-4755,5828 DALRIDGE HL NW,Residential - Secondary Suite,NEW: SECONDARY SUITE (EXISTING - BASEMENT),In Advertising,2019-09-13T00:00:00.000,2019-10-22T00:00:00.000,DALHOUSIE,4.0,NW,51.10819955176312,-114.15988560345455,ESTABLISHED,NORTHWEST
DP2019-4751,214 ROYAL BIRCH HE NW,Residential - Secondary Suite,NEW: SECONDARY SUITE (BASEMENT - EXISTING),In Advertising,2019-09-13T00:00:00.000,2019-11-04T00:00:00.000,ROYAL OAK,1.0,NW,51.14844030189678,-114.21308823454883,ESTABLISHED,NORTHWEST
DP2019-4749,81 EDGEBROOK RD NW,Residential - Secondary Suite,NEW: SECONDARY SUITE (BASEMENT),In Advertising,2019-09-13T00:00:00.000,2019-10-23T00:00:00.000,EDGEMONT,4.0,NW,51.12898763299792,-114.13237863455444,ESTABLISHED,NORTHWEST
DP2019-4794,225 CRANFORD PA SE,Residential - Secondary Suite,NEW: SECONDARY SUITE (EXISTING - BASEMENT),Pending Decision,2019-09-16T00:00:00.000,,CRANSTON,12.0,SE,50.86898911668473,-113.96453588628498,COMPLETE,SOUTHEAST
DP2019-4793,1334 18 AV NW,Residential - New Single / Semi / Duplex,NEW: SINGLE DETACHED DWELLING,In Advertising,2019-09-16T00:00:00.000,2019-11-01T00:00:00.000,CAPITOL HILL,7.0,NW,51.06886137723558,-114.09165875600692,ESTABLISHED,CENTRE
DP2019-4792,2527 19 ST SW,Residential - Secondary Suite,NEW: SECONDARY SUITE (BASEMENT),In Advertising,2019-09-16T00:00:00.000,2019-10-28T00:00:00.000,BANKVIEW,8.0,SW,51.03213002099304,-114.10589907561676,ESTABLISHED,CENTRE
DP2019-4779,144 WHITLOW PL NE,Residential - Secondary Suite,NEW: SECONDARY SUITE (EXISTING - BASEMENT),In Advertising,2019-09-16T00:00:00.000,2019-10-28T00:00:00.000,WHITEHORN,10.0,NE,51.09385297758962,-113.97257315359792,ESTABLISHED,NORTHEAST
DP2019-4774,34 MARTHA'S CL NE,Residential - Secondary Suite,NEW: SECONDARY SUITE (EXISTING - BASEMENT),In Advertising,2019-09-16T00:00:00.000,2019-10-31T00:00:00.000,MARTINDALE,5.0,NE,51.12116268543786,-113.96434800191923,ESTABLISHED,NORTHEAST
DP2019-4772,102 SADDLELAND CR NE,Residential - Secondary Suite,NEW: SECONDARY SUITE (EXISTING - BASEMENT),In Advertising,2019-09-16T00:00:00.000,2019-10-28T00:00:00.000,SADDLE RIDGE,5.0,NE,51.132274736654885,-113.9359055022366,DEVELOPING,NORTHEAST
DP2019-4769,187 FALDALE CL NE,Residential - Secondary Suite,NEW: SECONDARY SUITE (EXISTING - BASEMENT),In Advertising,2019-09-16T00:00:00.000,2019-10-25T00:00:00.000,FALCONRIDGE,5.0,NE,51.10560435688228,-113.9374760816749,ESTABLISHED,NORTHEAST
DP2019-4825,5812 DALFORD RD NW,Residential - Contextual Dwelling,NEW: CONTEXTUAL SINGLE DETACHED DWELLING,Pending Release,2019-09-17T00:00:00.000,2019-11-13T00:00:00.000,DALHOUSIE,4.0,NW,51.10597393638642,-114.15571194555162,ESTABLISHED,NORTHWEST
DP2019-4818,39 ANAHEIM CI NE,Residential - Secondary Suite,NEW: SECONDARY SUITE (BASEMENT - EXISTING),In Advertising,2019-09-17T00:00:00.000,2019-10-28T00:00:00.000,MONTEREY PARK,10.0,NE,51.08675041969013,-113.92530183275048,ESTABLISHED,NORTHEAST
DP2019-4806,11224 BRAXTON RD SW,Residential - Secondary Suite,NEW: SECONDARY SUITE (BASEMENT - EXISTING),In Advertising,2019-09-17T00:00:00.000,2019-10-25T00:00:00.000,BRAESIDE,11.0,SW,50.95244856317671,-114.10390267091024,ESTABLISHED,SOUTH
DP2019-4805,8824 FAIRMOUNT DR SE,Residential - Secondary Suite,NEW: SECONDARY SUITE (EXISTING - BASEMENT),In Advertising,2019-09-17T00:00:00.000,2019-10-25T00:00:00.000,ACADIA,11.0,SE,50.975170026969344,-114.05959015391733,ESTABLISHED,SOUTH
DP2019-4801,2035 31 AV SW,Residential - New Single / Semi / Duplex,"NEW: SEMI-DETACHED DWELLING, ACCESSORY RESIDENTIAL BUILDING (GARAGE)",In Advertising,2019-09-17T00:00:00.000,2019-11-08T00:00:00.000,SOUTH CALGARY,8.0,SW,51.02570789537318,-114.10897214479152,ESTABLISHED,CENTRE
DP2019-4855,2209 32 ST SW,Residential - Contextual Dwelling,"NEW: CONTEXTUAL SEMI-DETACHED DWELLING, ACCESSORY RESIDENTIAL BUILDING (GARAGE)",Pending Release,2019-09-18T00:00:00.000,2019-10-15T00:00:00.000,KILLARNEY/GLENGARRY,8.0,SW,51.034272687023,-114.13426161684836,ESTABLISHED,CENTRE
DP2019-4845,7048 SILVERVIEW DR NW,Residential - New Single / Semi / Duplex,NEW: SINGLE DETACHED DWELLING,In Advertising,2019-09-18T00:00:00.000,2019-10-28T00:00:00.000,SILVER SPRINGS,1.0,NW,51.10017992264424,-114.18986722240682,ESTABLISHED,NORTHWEST
DP2019-4840,7211 4 ST NW,Residential - Secondary Suite,NEW: SECONDARY SUITE (EXISTING - BASEMENT),In Advertising,2019-09-18T00:00:00.000,2019-10-31T00:00:00.000,HUNTINGTON HILLS,4.0,NW,51.11680864999822,-114.0716540246768,ESTABLISHED,NORTH
DP2019-4833,6008 4 ST NE,Residential - Secondary Suite,NEW: SECONDARY SUITE (EXISTING - BASEMENT),In Advertising,2019-09-18T00:00:00.000,2019-10-31T00:00:00.000,THORNCLIFFE,4.0,NE,51.10433211448106,-114.05495705253956,ESTABLISHED,NORTH
DP2019-4829,329 PANORA WY NW,Residential - Secondary Suite,"NEW: SECONDARY SUITE (EXISTING-BASEMENT), EXTERIOR RENOVATIONS: SECONDARY SUITE (NEW ENTRANCE DOOR)",In Advertising,2019-09-18T00:00:00.000,2019-10-30T00:00:00.000,PANORAMA HILLS,3.0,NW,51.170288319844,-114.0987155809038,ESTABLISHED,NORTH
DP2019-4880,808 20A AV NE,Residential - New Single / Semi / Duplex,"NEW: SEMI-DETACHED DWELLING, ACCESSORY RESIDENTIAL BUILDING (GARAGE)",Pending Release,2019-09-19T00:00:00.000,2019-11-13T00:00:00.000,WINSTON HEIGHTS/MOUNTVIEW,7.0,NE,51.07123667963513,-114.04641855263654,ESTABLISHED,CENTRE
DP2019-4873,115 CASTLEGLEN WY NE,Residential - Secondary Suite,NEW: SECONDARY SUITE (EXISTING - BASEMENT),In Advertising,2019-09-19T00:00:00.000,2019-10-31T00:00:00.000,CASTLERIDGE,5.0,NE,51.10658362103376,-113.95728406535964,ESTABLISHED,NORTHEAST
DP2019-4871,80 ROYAL OAK MR NW,Residential - Secondary Suite,NEW: SECONDARY SUITE (EXISTING - BASEMENT),In Advertising,2019-09-19T00:00:00.000,2019-10-28T00:00:00.000,ROYAL OAK,1.0,NW,51.15168997619427,-114.21667858439032,ESTABLISHED,NORTHWEST
DP2019-4868,48 MARTINBROOK LI NE,Residential - Secondary Suite,NEW: SECONDARY SUITE (EXISTING - BASEMENT),In Advertising,2019-09-19T00:00:00.000,2019-10-29T00:00:00.000,MARTINDALE,5.0,NE,51.116198538181806,-113.9602792916829,ESTABLISHED,NORTHEAST
DP2019-4862,2430 35 ST SE,Residential - Secondary Suite,NEW: SECONDARY SUITE (BASEMENT - EXISTING),Pending Release,2019-09-19T00:00:00.000,2019-10-21T00:00:00.000,SOUTHVIEW,9.0,SE,51.03200093264021,-113.98286898338876,ESTABLISHED,EAST
DP2019-4902,203 SADDLEBROOK WY NE,Residential - Secondary Suite,NEW: SECONDARY SUITE (EXISTING - BASEMENT),In Advertising,2019-09-20T00:00:00.000,2019-10-31T00:00:00.000,SADDLE RIDGE,5.0,NE,51.1328429727213,-113.93395672375502,DEVELOPING,NORTHEAST
DP2019-4899,9728 ELBOW DR SW,Residential - Secondary Suite,NEW: SECONDARY SUITE (BASEMENT),In Advertising,2019-09-20T00:00:00.000,2019-11-08T00:00:00.000,HAYSBORO,11.0,SW,50.967578130273246,-114.08457114575153,ESTABLISHED,SOUTH
DP2019-4898,269 BRIDLERIDGE VW SW,Residential - Secondary Suite,NEW: SECONDARY SUITE (BASEMENT),Hold,2019-09-20T00:00:00.000,,BRIDLEWOOD,13.0,SW,50.90093201404229,-114.11645786508798,ESTABLISHED,SOUTH
DP2019-4895,173 SADDLECREST PA NE,Residential - Secondary Suite,NEW: SECONDARY SUITE (EXISTING - BASEMENT),In Advertising,2019-09-20T00:00:00.000,2019-10-25T00:00:00.000,SADDLE RIDGE,5.0,NE,51.136654324628765,-113.93917287466668,DEVELOPING,NORTHEAST
DP2019-4892,46 SYDNEY DR SW,Residential - Secondary Suite,NEW: SECONDARY SUITE (EXISTING - BASEMENT),In Advertising,2019-09-20T00:00:00.000,2019-10-28T00:00:00.000,SOUTHWOOD,11.0,SW,50.96199528153051,-114.09083647990724,ESTABLISHED,SOUTH
DP2019-4889,2411 51 ST NE,Residential - Secondary Suite,NEW: SECONDARY SUITE (EXISTING BASEMENT),Pending Release,2019-09-20T00:00:00.000,2019-11-13T00:00:00.000,RUNDLE,10.0,NE,51.07476035827239,-113.96023656478904,ESTABLISHED,NORTHEAST
DP2019-4909,6303 DALTON DR NW,Residential - Secondary Suite,NEW: SECONDARY SUITE (EXISTING-BASEMENT),In Advertising,2019-09-22T00:00:00.000,2019-10-28T00:00:00.000,DALHOUSIE,4.0,NW,51.1094728284427,-114.1465248137105,ESTABLISHED,NORTHWEST
DP2019-4938,235 39 AV SW,Residential - New Single / Semi / Duplex,"NEW: SINGLE DETACHED DWELLING, ACCESSORY RESIDENTIAL BUILDING (GARAGE)",In Advertising,2019-09-23T00:00:00.000,2019-10-28T00:00:00.000,ELBOW PARK,11.0,SW,51.01907525051396,-114.07348303353852,ESTABLISHED,CENTRE
DP2019-4934,78 WEDGEWOOD DR SW,Residential - Contextual Dwelling,NEW: CONTEXTUAL SINGLE DETACHED DWELLING,Pending Decision,2019-09-23T00:00:00.000,,WILDWOOD,8.0,SW,51.05275320593518,-114.14890790834988,ESTABLISHED,WEST
DP2019-4925,433 CHAPARRAL DR SE,Residential - Secondary Suite,NEW: SECONDARY SUITE (BASEMENT),In Advertising,2019-09-23T00:00:00.000,2019-11-07T00:00:00.000,CHAPARRAL,14.0,SE,50.884768024423856,-114.04601385340467,ESTABLISHED,SOUTH
DP2019-4913,3716 BROOKLYN CR NW,Residential - Additions over 10 sq metres,"ADDITION: SINGLE DETACHED DWELLING (REAR, ATTACHING EXISTING GARAGE)",In Advertising,2019-09-23T00:00:00.000,2019-10-25T00:00:00.000,BRENTWOOD,4.0,NW,51.08674339921309,-114.12152330765456,ESTABLISHED,NORTHWEST
DP2019-4951,10 YORKVILLE GA SW,Residential - Multi-Family,NEW: ROWHOUSE BUILDING (3 BUILDINGS),Pending Release,2019-09-24T00:00:00.000,2019-11-04T00:00:00.000,YORKVILLE,13.0,SW,50.877145124024594,-114.077586455505,DEVELOPING,SOUTH
DP2019-4949,398 MARTINDALE DR NE,Residential - Secondary Suite,NEW: SECONDARY SUITE (EXISTING BASEMENT),In Advertising,2019-09-24T00:00:00.000,2019-11-04T00:00:00.000,MARTINDALE,5.0,NE,51.12139731647662,-113.95354693830504,ESTABLISHED,NORTHEAST
DP2019-4981,61 ARBOUR RIDGE CI NW,Residential - Secondary Suite,NEW: SECONDARY SUITE (EXISTING - BASEMENT),Pending Release,2019-09-25T00:00:00.000,2019-11-13T00:00:00.000,ARBOUR LAKE,2.0,NW,51.138809321435325,-114.18739973754823,ESTABLISHED,NORTHWEST
DP2019-4973,414 MARTINDALE DR NE,Residential - Secondary Suite,NEW: SECONDARY SUITE (EXISTING BASEMENT),In Advertising,2019-09-25T00:00:00.000,2019-10-25T00:00:00.000,MARTINDALE,5.0,NE,51.12168202572141,-113.9532065720086,ESTABLISHED,NORTHEAST
DP2019-4971,60 SADDLECREST TC NE,Residential - Secondary Suite,NEW: SECONDARY SUITE (EXISTING BASEMENT),In Advertising,2019-09-25T00:00:00.000,2019-11-04T00:00:00.000,SADDLE RIDGE,5.0,NE,51.13592639773183,-113.93901053981376,DEVELOPING,NORTHEAST
DP2019-4968,31 FAIRVIEW DR SE,Residential - Secondary Suite,NEW: SECONDARY SUITE (EXISTING BASEMENT),Pending Release,2019-09-25T00:00:00.000,2019-11-13T00:00:00.000,FAIRVIEW,9.0,SE,50.986975090847714,-114.06431551614392,ESTABLISHED,SOUTH
DP2019-5016,4011 55 ST NE,Residential - Secondary Suite,NEW: SECONDARY SUITE (EXISTING - BASEMENT),Pending Release,2019-09-26T00:00:00.000,2019-10-15T00:00:00.000,TEMPLE,10.0,NE,51.088572647766846,-113.95299878511088,ESTABLISHED,NORTHEAST
DP2019-5011,31 HAWKWOOD CR NW,Residential - Secondary Suite,NEW: SECONDARY SUITE (BASEMENT - EXISTING),In Advertising,2019-09-26T00:00:00.000,2019-11-07T00:00:00.000,HAWKWOOD,2.0,NW,51.1285213948408,-114.19050278688164,ESTABLISHED,NORTHWEST
DP2019-5006,38 SHANNON TC SW,Residential - Secondary Suite,NEW: SECONDARY SUITE (BASEMENT - EXISTING),In Advertising,2019-09-26T00:00:00.000,2019-10-25T00:00:00.000,SHAWNESSY,13.0,SW,50.91295070403085,-114.09184770521016,ESTABLISHED,SOUTH
DP2019-5004,60 TARALAKE ST NE,Residential - Secondary Suite,NEW: SECONDARY SUITE (EXISTING - BASEMENT),In Advertising,2019-09-26T00:00:00.000,2019-11-04T00:00:00.000,TARADALE,5.0,NE,51.12039736476601,-113.92556093200548,ESTABLISHED,NORTHEAST
DP2019-4999,16 SADDLELAND CL NE,Residential - Secondary Suite,NEW: SECONDARY SUITE (EXISTING - BASEMENT),In Advertising,2019-09-26T00:00:00.000,2019-10-23T00:00:00.000,SADDLE RIDGE,5.0,NE,51.13105777521445,-113.93800049009266,DEVELOPING,NORTHEAST
DP2019-5039,222 HAMPTONS SQ NW,Residential - Secondary Suite,NEW: SECONDARY SUITE (BASEMENT - EXISTING),In Advertising,2019-09-27T00:00:00.000,2019-11-04T00:00:00.000,HAMPTONS,2.0,NW,51.145389025861206,-114.1562600684224,ESTABLISHED,NORTHWEST
DP2019-5032,28 HAMPTONS HE NW,Residential - Secondary Suite,NEW: SECONDARY SUITE (BASEMENT - EXISTING),Pending Release,2019-09-27T00:00:00.000,2019-11-13T00:00:00.000,HAMPTONS,2.0,NW,51.143321119248746,-114.1516885718658,ESTABLISHED,NORTHWEST
DP2019-5031,138 SANDARAC DR NW,Residential - Secondary Suite,NEW: SECONDARY SUITE (EXISTING - BASEMENT),Pending Release,2019-09-27T00:00:00.000,2019-11-14T00:00:00.000,SANDSTONE VALLEY,4.0,NW,51.13503211312037,-114.0992656630646,ESTABLISHED,NORTH
DP2019-5029,92 CITADEL MR NW,Residential - Secondary Suite,NEW: SECONDARY SUITE (BASEMENT - EXISTING) - PARKING,Under Review,2019-09-27T00:00:00.000,,CITADEL,2.0,NW,51.14367655042361,-114.17624279808943,ESTABLISHED,NORTHWEST
DP2019-5057,5887 DALCASTLE DR NW,Residential - Additions over 10 sq metres,ADDITION: SINGLE DETACHED DWELLING (REAR ),In Advertising,2019-09-28T00:00:00.000,2019-11-04T00:00:00.000,DALHOUSIE,4.0,NW,51.1147336525457,-114.1710661296975,ESTABLISHED,NORTHWEST
DP2019-5056,3803 CENTRE A ST NE,Residential - New Single / Semi / Duplex,"NEW: SEMI-DETACHED DWELLING, ACCESSORY RESIDENTIAL BUILDING (GARAGE)",Under Review,2019-09-28T00:00:00.000,,HIGHLAND PARK,4.0,NE,51.08602737621814,-114.0612193889188,ESTABLISHED,CENTRE
DP2019-5100,5803 DALHOUSIE DR NW,Residential - Secondary Suite,NEW: SECONDARY SUITE (BASEMENT),Pending Release,2019-10-01T00:00:00.000,2019-11-14T00:00:00.000,DALHOUSIE,4.0,NW,51.11599283246402,-114.16403101770372,ESTABLISHED,NORTHWEST
DP2019-5090,710 23 AV SE,Residential - Additions over 10 sq metres,ADDITION: SINGLE DETACHED DWELLING (REAR MAIN AND UPPER FLOOR) - EXISTING BUILDING TO CONFORM WITH 1P2007,In Advertising,2019-10-01T00:00:00.000,2019-11-01T00:00:00.000,RAMSAY,9.0,SE,51.03307699853911,-114.0444071886984,ESTABLISHED,CENTRE
DP2019-5089,19 CASTLEDALE PL NE,Residential - Secondary Suite,NEW: SECONDARY SUITE (EXISTING - BASEMENT),In Advertising,2019-10-01T00:00:00.000,2019-10-29T00:00:00.000,CASTLERIDGE,5.0,NE,51.10941862109332,-113.9609393086846,ESTABLISHED,NORTHEAST
DP2019-5125,2039 5 AV NW,Residential - Secondary Suite,REVISION: BACKYARD SUITE (INCREASING FLOOR AREA AND REDUCING BALCONY SIZE),In Advertising,2019-10-02T00:00:00.000,2019-10-25T00:00:00.000,WEST HILLHURST,7.0,NW,51.057123920870175,-114.10782049646178,ESTABLISHED,CENTRE
DP2019-5120,1129 TARADALE DR NE,Residential - Secondary Suite,NEW: SECONDARY SUITE (EXISTING - BASEMENT),In Advertising,2019-10-02T00:00:00.000,2019-10-31T00:00:00.000,TARADALE,5.0,NE,51.123498211303385,-113.93033993631484,ESTABLISHED,NORTHEAST
DP2019-5118,88 NOLANLAKE VW NW,Residential - Secondary Suite,NEW: SECONDARY SUITE (EXISTING - BASEMENT),In Advertising,2019-10-02T00:00:00.000,2019-11-06T00:00:00.000,NOLAN HILL,2.0,NW,51.18129646471997,-114.16707092465572,COMPLETE,NORTH
DP2019-5113,13 TUSCARORA PL NW,Residential - Secondary Suite,NEW: SECONDARY SUITE (BASEMENT - EXISTING),In Advertising,2019-10-02T00:00:00.000,2019-11-04T00:00:00.000,TUSCANY,1.0,NW,51.12744594570842,-114.23749220240406,ESTABLISHED,NORTHWEST
DP2019-5111,405 47 ST SE,Residential - Secondary Suite,NEW: SECONDARY SUITE (EXISTING - BASEMENT),In Advertising,2019-10-02T00:00:00.000,2019-11-08T00:00:00.000,FOREST HEIGHTS,9.0,SE,51.04964090267614,-113.96551609871688,ESTABLISHED,EAST
DP2019-5109,2605 43 ST SE,Residential - Secondary Suite,NEW: SECONDARY SUITE (EXISTING - BASEMENT),In Advertising,2019-10-02T00:00:00.000,2019-11-04T00:00:00.000,FOREST LAWN,9.0,SE,51.03134195997046,-113.971620135502,ESTABLISHED,EAST
