sample_site,site_key,sample_date,parameter,numeric_result,result_units,result_qualifier,latitude_degrees,longitude_degrees
Bow River Higgins Bridge,SUR_BR-HB,2022-08-10 10:12:00,pH,8.3,pH units,,50.938753,-114.008639
Bow River Higgins Bridge,SUR_BR-HB,2022-08-10 10:12:00,Total Phosphorus (TP),0.017,mg/L,,50.938753,-114.008639
Elbow River Above Bragg Creek,SUR_ER-BC,2022-08-15 09:07:00,Dissolved Oxygen (Field),10.12,mg/L,,50.943802,-114.58
Elbow River Above Bragg Creek,SUR_ER-BC,2022-08-15 09:07:00,Water Temperature (Field),10.3,°C,,50.943802,-114.58
Elbow River Above Bragg Creek,SUR_ER-BC,2022-08-15 09:07:00,Turbidity,0.33,NTU,,50.943802,-114.58
Elbow River Above Bragg Creek,SUR_ER-BC,2022-08-15 09:07:00,E.coli,12.2,MPN/100mL,,50.943802,-114.58
Elbow River Above Bragg Creek,SUR_ER-BC,2022-08-15 09:07:00,Nitrate (NO3-N),0.093,mg/L,,50.943802,-114.58
Elbow River Above Bragg Creek,SUR_ER-BC,2022-08-15 09:07:00,Total Phosphorus (TP),0.002,mg/L,,50.943802,-114.58
Elbow River Above Bragg Creek,SUR_ER-BC,2022-08-15 09:07:00,pH,8.3,pH units,,50.943802,-114.58
Elbow River Highway 22 Bridge,SUR_ER-22,2022-08-15 09:48:00,E.coli,13.4,MPN/100mL,,51.032926,-114.465745
Elbow River Highway 22 Bridge,SUR_ER-22,2022-08-15 09:48:00,Turbidity,0.46,NTU,,51.032926,-114.465745
Elbow River Highway 22 Bridge,SUR_ER-22,2022-08-15 09:48:00,pH,8.5,pH units,,51.032926,-114.465745
Elbow River Highway 22 Bridge,SUR_ER-22,2022-08-15 09:48:00,Total Phosphorus (TP),0.002,mg/L,,51.032926,-114.465745
Elbow River Highway 22 Bridge,SUR_ER-22,2022-08-15 09:48:00,Nitrate (NO3-N),0.072,mg/L,,51.032926,-114.465745
Elbow River Highway 22 Bridge,SUR_ER-22,2022-08-15 09:48:00,Water Temperature (Field),12.8,°C,,51.032926,-114.465745
Elbow River Highway 22 Bridge,SUR_ER-22,2022-08-15 09:48:00,Dissolved Oxygen (Field),9.43,mg/L,,51.032926,-114.465745
Elbow River Twin Bridges,SUR_ER-TB,2022-08-15 10:15:00,Nitrate (NO3-N),0.071,mg/L,,51.01358,-114.23731
Elbow River Twin Bridges,SUR_ER-TB,2022-08-15 10:15:00,pH,8.3,pH units,,51.01358,-114.23731
Elbow River Twin Bridges,SUR_ER-TB,2022-08-15 10:15:00,Dissolved Oxygen (Field),8.81,mg/L,,51.01358,-114.23731
Elbow River Twin Bridges,SUR_ER-TB,2022-08-15 10:15:00,Water Temperature (Field),14.4,°C,,51.01358,-114.23731
Elbow River Twin Bridges,SUR_ER-TB,2022-08-15 10:15:00,Turbidity,0.85,NTU,,51.01358,-114.23731
Elbow River Twin Bridges,SUR_ER-TB,2022-08-15 10:15:00,E.coli,57.6,MPN/100mL,,51.01358,-114.23731
Elbow River Twin Bridges,SUR_ER-TB,2022-08-15 10:15:00,Total Phosphorus (TP),0.006,mg/L,,51.01358,-114.23731
Elbow River Weaselhead Foot Bridge,SUR_ER-WFB,2022-08-16 09:19:00,E.coli,83.6,MPN/100mL,,50.991517,-114.146769
Elbow River Weaselhead Foot Bridge,SUR_ER-WFB,2022-08-16 09:19:00,pH,8.2,pH units,,50.991517,-114.146769
Elbow River Weaselhead Foot Bridge,SUR_ER-WFB,2022-08-16 09:19:00,Turbidity,1.8,NTU,,50.991517,-114.146769
Elbow River Weaselhead Foot Bridge,SUR_ER-WFB,2022-08-16 09:19:00,Total Phosphorus (TP),0.007,mg/L,,50.991517,-114.146769
Elbow River Weaselhead Foot Bridge,SUR_ER-WFB,2022-08-16 09:19:00,Dissolved Oxygen (Field),7.1,mg/L,,50.991517,-114.146769
Elbow River Weaselhead Foot Bridge,SUR_ER-WFB,2022-08-16 09:19:00,Nitrate (NO3-N),0.038,mg/L,,50.991517,-114.146769
Elbow River Weaselhead Foot Bridge,SUR_ER-WFB,2022-08-16 09:19:00,Water Temperature (Field),15.9,°C,,50.991517,-114.146769
Elbow River Sandy Beach,SUR_ER-SYB,2022-08-16 10:09:00,Water Temperature (Field),19.2,°C,,51.010237,-114.088008
Elbow River Sandy Beach,SUR_ER-SYB,2022-08-16 10:09:00,Total Phosphorus (TP),0.004,mg/L,,51.010237,-114.088008
Elbow River Sandy Beach,SUR_ER-SYB,2022-08-16 10:09:00,E.coli,25.6,MPN/100mL,,51.010237,-114.088008
Elbow River Sandy Beach,SUR_ER-SYB,2022-08-16 10:09:00,pH,8.4,pH units,,51.010237,-114.088008
Elbow River Sandy Beach,SUR_ER-SYB,2022-08-16 10:09:00,Turbidity,0.94,NTU,,51.010237,-114.088008
Elbow River Sandy Beach,SUR_ER-SYB,2022-08-16 10:09:00,Dissolved Oxygen (Field),8.29,mg/L,,51.010237,-114.088008
Elbow River Sandy Beach,SUR_ER-SYB,2022-08-16 10:09:00,Nitrate (NO3-N),0.021,mg/L,,51.010237,-114.088008
Elbow River Stanley Park,SUR_ER-SP,2022-08-16 10:35:00,E.coli,146.7,MPN/100mL,,51.018486,-114.070146
Elbow River Stanley Park,SUR_ER-SP,2022-08-16 10:35:00,pH,8.4,pH units,,51.018486,-114.070146
Elbow River Stanley Park,SUR_ER-SP,2022-08-16 10:35:00,Total Phosphorus (TP),0.005,mg/L,,51.018486,-114.070146
Elbow River Stanley Park,SUR_ER-SP,2022-08-16 10:35:00,Water Temperature (Field),18.7,°C,,51.018486,-114.070146
Elbow River Stanley Park,SUR_ER-SP,2022-08-16 10:35:00,Dissolved Oxygen (Field),8.45,mg/L,,51.018486,-114.070146
Elbow River Stanley Park,SUR_ER-SP,2022-08-16 10:35:00,Nitrate (NO3-N),0.056,mg/L,,51.018486,-114.070146
Elbow River Stanley Park,SUR_ER-SP,2022-08-16 10:35:00,Turbidity,1.1,NTU,,51.018486,-114.070146
Elbow River 9th Ave Bridge,SUR_ER-9,2022-08-16 11:06:00,Nitrate (NO3-N),0.174,mg/L,,51.044635,-114.042189
Elbow River 9th Ave Bridge,SUR_ER-9,2022-08-16 11:06:00,Water Temperature (Field),19.5,°C,,51.044635,-114.042189
Elbow River 9th Ave Bridge,SUR_ER-9,2022-08-16 11:06:00,Dissolved Oxygen (Field),8.46,mg/L,,51.044635,-114.042189
Elbow River 9th Ave Bridge,SUR_ER-9,2022-08-16 11:06:00,pH,8.4,pH units,,51.044635,-114.042189
Elbow River 9th Ave Bridge,SUR_ER-9,2022-08-16 11:06:00,E.coli,146.7,MPN/100mL,,51.044635,-114.042189
Elbow River 9th Ave Bridge,SUR_ER-9,2022-08-16 11:06:00,Total Phosphorus (TP),0.008,mg/L,,51.044635,-114.042189
Elbow River 9th Ave Bridge,SUR_ER-9,2022-08-16 11:06:00,Turbidity,1.8,NTU,,51.044635,-114.042189
Elbow River Stanley Park,SUR_ER-SP,2022-08-23 10:16:00,E.coli,547.5,MPN/100mL,,51.018486,-114.070146
Elbow River Stanley Park,SUR_ER-SP,2022-08-30 08:20:00,E.coli,150.0,MPN/100mL,,51.018486,-114.070146
Elbow River Stanley Park,SUR_ER-SP,2022-09-06 10:22:00,E.coli,44.8,MPN/100mL,,51.018486,-114.070146
Bow River Below Ghost Dam,SUR_BR-GD,2022-09-12 11:19:00,E.coli,1.0,MPN/100mL,,51.22053,-114.70511
Bow River Below Ghost Dam,SUR_BR-GD,2022-09-12 11:19:00,Total Phosphorus (TP),0.005,mg/L,,51.22053,-114.70511
Bow River Below Ghost Dam,SUR_BR-GD,2022-09-12 11:19:00,Turbidity,1.8,NTU,,51.22053,-114.70511
Bow River Below Ghost Dam,SUR_BR-GD,2022-09-12 11:19:00,Dissolved Oxygen (Field),9.34,mg/L,,51.22053,-114.70511
Bow River Below Ghost Dam,SUR_BR-GD,2022-09-12 11:19:00,Water Temperature (Field),14.1,°C,,51.22053,-114.70511
Bow River Below Ghost Dam,SUR_BR-GD,2022-09-12 11:19:00,pH,8.4,pH units,,51.22053,-114.70511
Bow River Below Ghost Dam,SUR_BR-GD,2022-09-12 11:19:00,Nitrate (NO3-N),0.07,mg/L,,51.22053,-114.70511
Bow River Highway 22 Bridge,SUR_BR-22,2022-09-12 12:12:00,pH,8.4,pH units,,51.18297,-114.48733
Bow River Highway 22 Bridge,SUR_BR-22,2022-09-12 12:12:00,E.coli,6.2,MPN/100mL,,51.18297,-114.48733
Bow River Highway 22 Bridge,SUR_BR-22,2022-09-12 12:12:00,Total Phosphorus (TP),0.003,mg/L,,51.18297,-114.48733
Bow River Highway 22 Bridge,SUR_BR-22,2022-09-12 12:12:00,Water Temperature (Field),14.5,°C,,51.18297,-114.48733
Bow River Highway 22 Bridge,SUR_BR-22,2022-09-12 12:12:00,Dissolved Oxygen (Field),9.84,mg/L,,51.18297,-114.48733
Bow River Highway 22 Bridge,SUR_BR-22,2022-09-12 12:12:00,Turbidity,1.3,NTU,,51.18297,-114.48733
Bow River Highway 22 Bridge,SUR_BR-22,2022-09-12 12:12:00,Nitrate (NO3-N),0.077,mg/L,,51.18297,-114.48733
Bow River Cushing Bridge,SUR_BR-CB,2022-09-13 08:50:00,Nitrate (NO3-N),0.07,mg/L,,51.03857,-114.012943
Bow River Cushing Bridge,SUR_BR-CB,2022-09-13 08:50:00,Turbidity,1.0,NTU,,51.03857,-114.012943
Bow River Cushing Bridge,SUR_BR-CB,2022-09-13 08:50:00,pH,8.3,pH units,,51.03857,-114.012943
Bow River Cushing Bridge,SUR_BR-CB,2022-09-13 08:50:00,E.coli,34.1,MPN/100mL,,51.03857,-114.012943
Bow River Cushing Bridge,SUR_BR-CB,2022-09-13 08:50:00,Water Temperature (Field),14.6,°C,,51.03857,-114.012943
Bow River Cushing Bridge,SUR_BR-CB,2022-09-13 08:50:00,Dissolved Oxygen (Field),9.14,mg/L,,51.03857,-114.012943
Bow River Cushing Bridge,SUR_BR-CB,2022-09-13 08:50:00,Total Phosphorus (TP),0.008,mg/L,,51.03857,-114.012943
Bow River Policemans Flats,SUR_BR-PF,2022-09-13 09:26:00,pH,8.1,pH units,,50.841969,-113.951134
Bow River Policemans Flats,SUR_BR-PF,2022-09-13 09:26:00,Nitrate (NO3-N),1.23,mg/L,,50.841969,-113.951134
Bow River Policemans Flats,SUR_BR-PF,2022-09-13 09:26:00,E.coli,14.5,MPN/100mL,,50.841969,-113.951134
Bow River Policemans Flats,SUR_BR-PF,2022-09-13 09:26:00,Water Temperature (Field),14.9,°C,,50.841969,-113.951134
Bow River Policemans Flats,SUR_BR-PF,2022-09-13 09:26:00,Turbidity,1.0,NTU,,50.841969,-113.951134
Bow River Policemans Flats,SUR_BR-PF,2022-09-13 09:26:00,Dissolved Oxygen (Field),8.08,mg/L,,50.841969,-113.951134
Bow River Policemans Flats,SUR_BR-PF,2022-09-13 09:26:00,Total Phosphorus (TP),0.025,mg/L,,50.841969,-113.951134
Bow River Upstream of Highwood River,SUR_BR-HR,2022-09-13 10:05:00,Turbidity,0.82,NTU,,50.81972,-113.79556
Bow River Upstream of Highwood River,SUR_BR-HR,2022-09-13 10:05:00,E.coli,16.0,MPN/100mL,,50.81972,-113.79556
Bow River Upstream of Highwood River,SUR_BR-HR,2022-09-13 10:05:00,Total Phosphorus (TP),0.019,mg/L,,50.81972,-113.79556
Bow River Upstream of Highwood River,SUR_BR-HR,2022-09-13 10:05:00,pH,8.2,pH units,,50.81972,-113.79556
Bow River Upstream of Highwood River,SUR_BR-HR,2022-09-13 10:05:00,Dissolved Oxygen (Field),8.47,mg/L,,50.81972,-113.79556
Bow River Upstream of Highwood River,SUR_BR-HR,2022-09-13 10:05:00,Water Temperature (Field),14.8,°C,,50.81972,-113.79556
Bow River Upstream of Highwood River,SUR_BR-HR,2022-09-13 10:05:00,Nitrate (NO3-N),1.15,mg/L,,50.81972,-113.79556
Bow River Below Bearspaw Dam,SUR_BR-BD,2022-09-14 09:34:00,E.coli,2.0,MPN/100mL,,51.100403,-114.270774
Bow River Below Bearspaw Dam,SUR_BR-BD,2022-09-14 09:34:00,Nitrate (NO3-N),0.055,mg/L,,51.100403,-114.270774
Bow River Below Bearspaw Dam,SUR_BR-BD,2022-09-14 09:34:00,Water Temperature (Field),14.5,°C,,51.100403,-114.270774
Bow River Below Bearspaw Dam,SUR_BR-BD,2022-09-14 09:34:00,Dissolved Oxygen (Field),8.99,mg/L,,51.100403,-114.270774
Bow River Below Bearspaw Dam,SUR_BR-BD,2022-09-14 09:34:00,Turbidity,1.3,NTU,,51.100403,-114.270774
Bow River Below Bearspaw Dam,SUR_BR-BD,2022-09-14 09:34:00,Total Phosphorus (TP),0.004,mg/L,,51.100403,-114.270774
Bow River Below Bearspaw Dam,SUR_BR-BD,2022-09-14 09:34:00,pH,8.4,pH units,,51.100403,-114.270774
Bow River Pumphouse,SUR_BR-PH,2022-09-14 10:16:00,Total Phosphorus (TP),0.004,mg/L,,51.04665,-114.114456
Bow River Pumphouse,SUR_BR-PH,2022-09-14 10:16:00,pH,8.4,pH units,,51.04665,-114.114456
Bow River Pumphouse,SUR_BR-PH,2022-09-14 10:16:00,Water Temperature (Field),14.4,°C,,51.04665,-114.114456
Bow River Pumphouse,SUR_BR-PH,2022-09-14 10:16:00,Turbidity,1.3,NTU,,51.04665,-114.114456
Bow River Pumphouse,SUR_BR-PH,2022-09-14 10:16:00,Nitrate (NO3-N),0.062,mg/L,,51.04665,-114.114456
Bow River Pumphouse,SUR_BR-PH,2022-09-14 10:16:00,E.coli,7.5,MPN/100mL,,51.04665,-114.114456
Bow River Pumphouse,SUR_BR-PH,2022-09-14 10:16:00,Dissolved Oxygen (Field),8.42,mg/L,,51.04665,-114.114456
Bow River Higgins Bridge,SUR_BR-HB,2022-09-14 11:01:00,Dissolved Oxygen (Field),10.06,mg/L,,50.938753,-114.008639
Bow River Higgins Bridge,SUR_BR-HB,2022-09-14 11:01:00,Water Temperature (Field),14.8,°C,,50.938753,-114.008639
Bow River Higgins Bridge,SUR_BR-HB,2022-09-14 11:01:00,Turbidity,0.95,NTU,,50.938753,-114.008639
Bow River Higgins Bridge,SUR_BR-HB,2022-09-14 11:01:00,Total Phosphorus (TP),0.017,mg/L,,50.938753,-114.008639
Bow River Higgins Bridge,SUR_BR-HB,2022-09-14 11:01:00,E.coli,36.4,MPN/100mL,,50.938753,-114.008639
Bow River Higgins Bridge,SUR_BR-HB,2022-09-14 11:01:00,Nitrate (NO3-N),0.575,mg/L,,50.938753,-114.008639
Bow River Higgins Bridge,SUR_BR-HB,2022-09-14 11:01:00,pH,8.4,pH units,,50.938753,-114.008639
Elbow River Above Bragg Creek,SUR_ER-BC,2022-09-19 10:02:00,pH,8.3,pH units,,50.943802,-114.58
Elbow River Above Bragg Creek,SUR_ER-BC,2022-09-19 10:02:00,Turbidity,0.22,NTU,,50.943802,-114.58
Elbow River Above Bragg Creek,SUR_ER-BC,2022-09-19 10:02:00,Water Temperature (Field),7.9,°C,,50.943802,-114.58
Elbow River Above Bragg Creek,SUR_ER-BC,2022-09-19 10:02:00,Total Phosphorus (TP),0.002,mg/L,,50.943802,-114.58
Elbow River Above Bragg Creek,SUR_ER-BC,2022-09-19 10:02:00,Nitrate (NO3-N),0.102,mg/L,,50.943802,-114.58
Elbow River Above Bragg Creek,SUR_ER-BC,2022-09-19 10:02:00,E.coli,7.3,MPN/100mL,,50.943802,-114.58
Elbow River Above Bragg Creek,SUR_ER-BC,2022-09-19 10:02:00,Dissolved Oxygen (Field),10.8,mg/L,,50.943802,-114.58
Elbow River Highway 22 Bridge,SUR_ER-22,2022-09-19 10:24:00,pH,8.2,pH units,,51.032926,-114.465745
Elbow River Highway 22 Bridge,SUR_ER-22,2022-09-19 10:24:00,E.coli,7.5,MPN/100mL,,51.032926,-114.465745
Elbow River Highway 22 Bridge,SUR_ER-22,2022-09-19 10:24:00,Total Phosphorus (TP),0.003,mg/L,,51.032926,-114.465745
Elbow River Highway 22 Bridge,SUR_ER-22,2022-09-19 10:24:00,Nitrate (NO3-N),0.078,mg/L,,51.032926,-114.465745
Elbow River Highway 22 Bridge,SUR_ER-22,2022-09-19 10:24:00,Dissolved Oxygen (Field),10.04,mg/L,,51.032926,-114.465745
Elbow River Highway 22 Bridge,SUR_ER-22,2022-09-19 10:24:00,Water Temperature (Field),9.2,°C,,51.032926,-114.465745
Elbow River Highway 22 Bridge,SUR_ER-22,2022-09-19 10:24:00,Turbidity,1.1,NTU,,51.032926,-114.465745
Elbow River Twin Bridges,SUR_ER-TB,2022-09-19 10:51:00,pH,8.2,pH units,,51.01358,-114.23731
Elbow River Twin Bridges,SUR_ER-TB,2022-09-19 10:51:00,Water Temperature (Field),10.3,°C,,51.01358,-114.23731
Elbow River Twin Bridges,SUR_ER-TB,2022-09-19 10:51:00,Dissolved Oxygen (Field),9.58,mg/L,,51.01358,-114.23731
Elbow River Twin Bridges,SUR_ER-TB,2022-09-19 10:51:00,Turbidity,0.61,NTU,,51.01358,-114.23731
Elbow River Twin Bridges,SUR_ER-TB,2022-09-19 10:51:00,E.coli,48.0,MPN/100mL,,51.01358,-114.23731
Elbow River Twin Bridges,SUR_ER-TB,2022-09-19 10:51:00,Nitrate (NO3-N),0.067,mg/L,,51.01358,-114.23731
Elbow River Twin Bridges,SUR_ER-TB,2022-09-19 10:51:00,Total Phosphorus (TP),0.003,mg/L,,51.01358,-114.23731
Elbow River Weaselhead Foot Bridge,SUR_ER-WFB,2022-09-20 08:49:00,Total Phosphorus (TP),0.004,mg/L,,50.991517,-114.146769
Elbow River Weaselhead Foot Bridge,SUR_ER-WFB,2022-09-20 08:49:00,E.coli,191.8,MPN/100mL,,50.991517,-114.146769
Elbow River Weaselhead Foot Bridge,SUR_ER-WFB,2022-09-20 08:49:00,Nitrate (NO3-N),0.075,mg/L,,50.991517,-114.146769
Elbow River Weaselhead Foot Bridge,SUR_ER-WFB,2022-09-20 08:49:00,pH,8.1,pH units,,50.991517,-114.146769
Elbow River Weaselhead Foot Bridge,SUR_ER-WFB,2022-09-20 08:49:00,Turbidity,1.6,NTU,,50.991517,-114.146769
Elbow River Weaselhead Foot Bridge,SUR_ER-WFB,2022-09-20 08:49:00,Dissolved Oxygen (Field),9.04,mg/L,,50.991517,-114.146769
Elbow River Weaselhead Foot Bridge,SUR_ER-WFB,2022-09-20 08:49:00,Water Temperature (Field),8.5,°C,,50.991517,-114.146769
Elbow River Sandy Beach,SUR_ER-SYB,2022-09-20 09:26:00,Nitrate (NO3-N),0.009,mg/L,,51.010237,-114.088008
Elbow River Sandy Beach,SUR_ER-SYB,2022-09-20 09:26:00,Water Temperature (Field),14.4,°C,,51.010237,-114.088008
Elbow River Sandy Beach,SUR_ER-SYB,2022-09-20 09:26:00,Dissolved Oxygen (Field),8.75,mg/L,,51.010237,-114.088008
Elbow River Sandy Beach,SUR_ER-SYB,2022-09-20 09:26:00,Turbidity,0.81,NTU,,51.010237,-114.088008
Elbow River Sandy Beach,SUR_ER-SYB,2022-09-20 09:26:00,pH,8.3,pH units,,51.010237,-114.088008
Elbow River Sandy Beach,SUR_ER-SYB,2022-09-20 09:26:00,E.coli,88.2,MPN/100mL,,51.010237,-114.088008
Elbow River Sandy Beach,SUR_ER-SYB,2022-09-20 09:26:00,Total Phosphorus (TP),0.004,mg/L,,51.010237,-114.088008
Elbow River Stanley Park,SUR_ER-SP,2022-09-20 09:48:00,Nitrate (NO3-N),0.025,mg/L,,51.018486,-114.070146
Elbow River Stanley Park,SUR_ER-SP,2022-09-20 09:48:00,Water Temperature (Field),13.3,°C,,51.018486,-114.070146
Elbow River Stanley Park,SUR_ER-SP,2022-09-20 09:48:00,Dissolved Oxygen (Field),9.11,mg/L,,51.018486,-114.070146
Elbow River Stanley Park,SUR_ER-SP,2022-09-20 09:48:00,Turbidity,0.67,NTU,,51.018486,-114.070146
Elbow River Stanley Park,SUR_ER-SP,2022-09-20 09:48:00,pH,8.3,pH units,,51.018486,-114.070146
Elbow River Stanley Park,SUR_ER-SP,2022-09-20 09:48:00,Total Phosphorus (TP),0.003,mg/L,,51.018486,-114.070146
Elbow River Stanley Park,SUR_ER-SP,2022-09-20 09:48:00,E.coli,96.0,MPN/100mL,,51.018486,-114.070146
Elbow River 9th Ave Bridge,SUR_ER-9,2022-09-20 10:22:00,pH,8.3,pH units,,51.044635,-114.042189
Elbow River 9th Ave Bridge,SUR_ER-9,2022-09-20 10:22:00,Dissolved Oxygen (Field),8.95,mg/L,,51.044635,-114.042189
Elbow River 9th Ave Bridge,SUR_ER-9,2022-09-20 10:22:00,Water Temperature (Field),11.9,°C,,51.044635,-114.042189
Elbow River 9th Ave Bridge,SUR_ER-9,2022-09-20 10:22:00,Nitrate (NO3-N),0.099,mg/L,,51.044635,-114.042189
Elbow River 9th Ave Bridge,SUR_ER-9,2022-09-20 10:22:00,Total Phosphorus (TP),0.005,mg/L,,51.044635,-114.042189
Elbow River 9th Ave Bridge,SUR_ER-9,2022-09-20 10:22:00,E.coli,146.7,MPN/100mL,,51.044635,-114.042189
Elbow River 9th Ave Bridge,SUR_ER-9,2022-09-20 10:22:00,Turbidity,1.4,NTU,,51.044635,-114.042189
Bow River Below Ghost Dam,SUR_BR-GD,2022-10-11 10:22:00,Turbidity,0.96,NTU,,51.22053,-114.70511
Bow River Below Ghost Dam,SUR_BR-GD,2022-10-11 10:22:00,pH,8.3,pH units,,51.22053,-114.70511
Bow River Below Ghost Dam,SUR_BR-GD,2022-10-11 10:22:00,Total Phosphorus (TP),0.004,mg/L,,51.22053,-114.70511
Bow River Below Ghost Dam,SUR_BR-GD,2022-10-11 10:22:00,Nitrate (NO3-N),0.082,mg/L,,51.22053,-114.70511
Bow River Below Ghost Dam,SUR_BR-GD,2022-10-11 10:22:00,E.coli,1.0,MPN/100mL,<,51.22053,-114.70511
Bow River Below Ghost Dam,SUR_BR-GD,2022-10-11 10:22:00,Dissolved Oxygen (Field),9.01,mg/L,,51.22053,-114.70511
Bow River Below Ghost Dam,SUR_BR-GD,2022-10-11 10:22:00,Water Temperature (Field),11.1,°C,,51.22053,-114.70511
Bow River Highway 22 Bridge,SUR_BR-22,2022-10-11 10:52:00,E.coli,1.0,MPN/100mL,<,51.18297,-114.48733
Bow River Highway 22 Bridge,SUR_BR-22,2022-10-11 10:52:00,Nitrate (NO3-N),0.179,mg/L,,51.18297,-114.48733
Bow River Highway 22 Bridge,SUR_BR-22,2022-10-11 10:52:00,Total Phosphorus (TP),0.003,mg/L,,51.18297,-114.48733
Bow River Highway 22 Bridge,SUR_BR-22,2022-10-11 10:52:00,pH,8.3,pH units,,51.18297,-114.48733
Bow River Highway 22 Bridge,SUR_BR-22,2022-10-11 10:52:00,Turbidity,0.68,NTU,,51.18297,-114.48733
Bow River Highway 22 Bridge,SUR_BR-22,2022-10-11 10:52:00,Dissolved Oxygen (Field),9.25,mg/L,,51.18297,-114.48733
Bow River Highway 22 Bridge,SUR_BR-22,2022-10-11 10:52:00,Water Temperature (Field),10.1,°C,,51.18297,-114.48733
Bow River Cushing Bridge,SUR_BR-CB,2022-10-12 08:12:00,E.coli,15.6,MPN/100mL,,51.03857,-114.012943
Bow River Cushing Bridge,SUR_BR-CB,2022-10-12 08:12:00,Water Temperature (Field),9.5,°C,,51.03857,-114.012943
Bow River Cushing Bridge,SUR_BR-CB,2022-10-12 08:12:00,Dissolved Oxygen (Field),9.75,mg/L,,51.03857,-114.012943
Bow River Cushing Bridge,SUR_BR-CB,2022-10-12 08:12:00,pH,8.2,pH units,,51.03857,-114.012943
Bow River Cushing Bridge,SUR_BR-CB,2022-10-12 08:12:00,Nitrate (NO3-N),0.089,mg/L,,51.03857,-114.012943
Bow River Cushing Bridge,SUR_BR-CB,2022-10-12 08:12:00,Turbidity,1.1,NTU,,51.03857,-114.012943
Bow River Cushing Bridge,SUR_BR-CB,2022-10-12 08:12:00,Total Phosphorus (TP),0.004,mg/L,,51.03857,-114.012943
Bow River Policemans Flats,SUR_BR-PF,2022-10-12 09:00:00,Turbidity,1.2,NTU,,50.841969,-113.951134
Bow River Policemans Flats,SUR_BR-PF,2022-10-12 09:00:00,pH,7.9,pH units,,50.841969,-113.951134
Bow River Policemans Flats,SUR_BR-PF,2022-10-12 09:00:00,Water Temperature (Field),10.3,°C,,50.841969,-113.951134
Bow River Policemans Flats,SUR_BR-PF,2022-10-12 09:00:00,Total Phosphorus (TP),0.018,mg/L,,50.841969,-113.951134
Bow River Policemans Flats,SUR_BR-PF,2022-10-12 09:00:00,E.coli,39.9,MPN/100mL,,50.841969,-113.951134
Bow River Policemans Flats,SUR_BR-PF,2022-10-12 09:00:00,Nitrate (NO3-N),1.44,mg/L,,50.841969,-113.951134
Bow River Policemans Flats,SUR_BR-PF,2022-10-12 09:00:00,Dissolved Oxygen (Field),7.91,mg/L,,50.841969,-113.951134
Bow River Upstream of Highwood River,SUR_BR-HR,2022-10-12 09:58:00,Turbidity,0.92,NTU,,50.81972,-113.79556
Bow River Upstream of Highwood River,SUR_BR-HR,2022-10-12 09:58:00,pH,8.1,pH units,,50.81972,-113.79556
Bow River Upstream of Highwood River,SUR_BR-HR,2022-10-12 09:58:00,Water Temperature (Field),10.2,°C,,50.81972,-113.79556
Bow River Upstream of Highwood River,SUR_BR-HR,2022-10-12 09:58:00,Total Phosphorus (TP),0.013,mg/L,,50.81972,-113.79556
Bow River Upstream of Highwood River,SUR_BR-HR,2022-10-12 09:58:00,Nitrate (NO3-N),1.24,mg/L,,50.81972,-113.79556
Bow River Upstream of Highwood River,SUR_BR-HR,2022-10-12 09:58:00,E.coli,18.9,MPN/100mL,,50.81972,-113.79556
Bow River Upstream of Highwood River,SUR_BR-HR,2022-10-12 09:58:00,Dissolved Oxygen (Field),8.86,mg/L,,50.81972,-113.79556
Bow River Glenbow Ranch,SUR_BR-GBR,2022-10-13 09:08:00,E.coli,9.8,MPN/100mL,,51.15292,-114.375149
Bow River Glenbow Ranch,SUR_BR-GBR,2022-10-13 09:08:00,Nitrate (NO3-N),0.089,mg/L,,51.15292,-114.375149
Bow River Glenbow Ranch,SUR_BR-GBR,2022-10-13 09:08:00,Turbidity,0.6,NTU,,51.15292,-114.375149
Bow River Glenbow Ranch,SUR_BR-GBR,2022-10-13 09:08:00,Water Temperature (Field),8.4,°C,,51.15292,-114.375149
Bow River Glenbow Ranch,SUR_BR-GBR,2022-10-13 09:08:00,Dissolved Oxygen (Field),10.37,mg/L,,51.15292,-114.375149
Bow River Glenbow Ranch,SUR_BR-GBR,2022-10-13 09:08:00,pH,8.3,pH units,,51.15292,-114.375149
Bow River Glenbow Ranch,SUR_BR-GBR,2022-10-13 09:08:00,Total Phosphorus (TP),0.003,mg/L,,51.15292,-114.375149
Bow River Below Bearspaw Dam,SUR_BR-BD,2022-10-13 10:03:00,Turbidity,0.86,NTU,,51.100403,-114.270774
Bow River Below Bearspaw Dam,SUR_BR-BD,2022-10-13 10:03:00,pH,8.3,pH units,,51.100403,-114.270774
Bow River Below Bearspaw Dam,SUR_BR-BD,2022-10-13 10:03:00,Nitrate (NO3-N),0.064,mg/L,,51.100403,-114.270774
Bow River Below Bearspaw Dam,SUR_BR-BD,2022-10-13 10:03:00,E.coli,1.0,MPN/100mL,<,51.100403,-114.270774
Bow River Below Bearspaw Dam,SUR_BR-BD,2022-10-13 10:03:00,Water Temperature (Field),10.1,°C,,51.100403,-114.270774
Bow River Below Bearspaw Dam,SUR_BR-BD,2022-10-13 10:03:00,Total Phosphorus (TP),0.002,mg/L,,51.100403,-114.270774
Bow River Below Bearspaw Dam,SUR_BR-BD,2022-10-13 10:03:00,Dissolved Oxygen (Field),9.95,mg/L,,51.100403,-114.270774
